Показатель,Тип,Пол,Возраст,01-09-2018,01-10-2018,01-11-2018,01-12-2018,01-01-2019,01-02-2019,01-03-2019,01-04-2019,01-05-2019,01-06-2019,01-07-2019,01-08-2019,01-09-2019
 Количество транзакций cash,Кредитные карты,1,55-59,140763.261505268,149311.481337466,140570.417563229,137510.23084023,136014.593507269,130197.370817657,151055.702852997,161630.241862099,155961.195717851,151248.254413496,155789.764928326,152944.915191759,136866.258540513
 Количество транзакций cash,Кредитные карты,1,60-69,131203.600987457,141229.523500319,132676.218710284,130865.679634255,127889.192953824,122260.890934604,141334.914323668,156399.636529352,153187.045132944,148211.75256259,154372.006612459,153057.633988818,139341.875620057
 Количество транзакций cash,Кредитные карты,1,От 70,5849.89340520137,6753.96675204481,6706.53334962162,6930.42518834189,6643.51067279134,6521.0978843656,8319.82751359209,9318.83868297039,9341.36270878263,9564.81879716815,9935.65027759514,10292.8364399798,10487.6141733416
 Количество транзакций pos,Кредитные карты,0,0-13,302.96968599941,412.688886180579,269.997029172402,369.859559107502,561.150901488201,402.317485928403,379.426941761947,264.122883902656,216.377286599286,1221.73020041755,878.200008228403,703.687347351562,487.085698118105
 Количество транзакций pos,Кредитные карты,0,14-21,306207.271633308,358531.900284368,358711.945882793,408095.608025891,380426.4486546,400171.792670118,448033.494466604,527294.601346104,565556.94022682,604009.476232691,627128.782997731,611766.778618801,604195.246329009
 Количество транзакций pos,Кредитные карты,0,22-29,11986446.0911256,13159169.6446404,12756181.6056437,13643705.668021,13187291.2853665,13270956.0764027,14820515.2556637,16694834.802755,17262357.088581,17456440.8172324,18002738.8428486,17242538.0266559,16809557.3207846
 Количество транзакций pos,Кредитные карты,0,30-39,36412195.7653608,38736355.0217942,37251811.539951,39349526.4646006,37791050.9237747,37956525.2614153,42555565.870287,47537880.1732493,48961233.9601883,48330348.8427218,49348868.0542622,48383835.1192523,48202203.236256
 Количество транзакций pos,Кредитные карты,0,40-54,36312217.3805218,38749058.4528392,37635843.7429446,39725037.2839584,37813393.7596684,37748346.1591083,42306990.9574705,47082235.7908014,48438028.8369236,48549529.5091412,49832054.6709666,49033584.9119428,48346962.533667
 Количество транзакций pos,Кредитные карты,0,55-59,8727357.66722607,9359392.12500266,9060505.66271156,9763418.5874185,9002532.62505708,8932458.02065755,10133305.0676739,11260354.1501935,11328673.4385303,11399010.1246478,11875359.152965,11424175.6828347,11056465.9670013
 Количество транзакций pos,Кредитные карты,0,60-69,10140851.4564701,11011682.8081498,10704078.8281699,11746309.9787271,10685470.9411953,10731502.2534966,12341409.3419454,13821701.2105045,13859249.4037174,13984578.4880389,14761257.2442115,14308918.6144087,14045040.5506883
 Количество транзакций pos,Кредитные карты,0,От 70,250849.230762214,288512.887860174,302470.600431078,346589.093921385,335195.750991542,349125.943943467,424145.811962172,493935.71907062,516224.533638053,535360.877557505,586546.868964357,595742.996482656,613149.26394788
 Количество транзакций pos,Кредитные карты,1,0-13,194.996446840046,101.164979880842,115.713012502458,114.672614395776,53.2125854859501,24.235993128217,134.583060539494,93.9823758672027,146.942784183098,1461.53931137484,904.12473171854,755.215940292638,787.696343491325
 Количество транзакций pos,Кредитные карты,1,14-21,154226.074041646,204945.797098604,214175.143391008,246925.671153495,246864.471587456,267668.77103953,310888.491328888,364019.667906329,379210.88330047,411847.843091685,426024.221703863,409885.802818314,383138.716561297
 Количество транзакций pos,Кредитные карты,1,22-29,11055257.4804202,12487994.6001043,12204371.9630223,12930298.2619345,12939115.849173,12836826.4258942,14562722.2139417,16026025.428754,16393159.8397764,16689694.9339059,17167377.8198924,16174723.8772862,15590984.6472293
 Количество транзакций pos,Кредитные карты,1,30-39,35420534.0830217,38793962.8575597,37297963.3535626,38926092.1830689,38678286.9366182,37669005.5962708,42994201.251273,46741254.7680689,47651637.8838959,47725049.5823517,48966468.6610113,46834903.3283974,45959363.286562
 Количество транзакций pos,Кредитные карты,1,40-54,31897412.4123964,34633745.7551598,33361694.343635,34572389.7121305,34413544.9228156,33162540.798017,38027943.6268918,41246291.5954795,42100785.3998065,42603716.9950526,44068637.0350467,42284331.162076,41568308.2236371
 Количество транзакций pos,Кредитные карты,1,55-59,6117779.8461784,6613508.00934358,6319245.11102624,6534770.75142431,6447381.98271086,6219222.4326249,7132725.46698356,7790050.06013968,7893669.48096379,8059989.08027003,8395407.36500866,7995638.62780521,7750030.18801851
 Количество транзакций pos,Кредитные карты,1,60-69,5929087.74727256,6454282.35997779,6193722.20646386,6512443.50886928,6341390.5749358,6154234.42491802,7148818.6823553,7915770.93249155,8004641.96338356,8187138.13936415,8668772.23214563,8265002.73713616,8080621.52075115
 Количество транзакций pos,Кредитные карты,1,От 70,164876.747737232,186201.371540682,189733.983750211,206572.216636897,206500.306742477,208809.238128342,252891.299649652,288394.642663257,301097.068082258,317923.688187966,344252.782930316,347256.018635496,354204.540058235
 Количество транзакций cash+pos,Кредитные карты,0,0-13,315.862013063215,412.688886180579,273.211279519692,373.089773597524,562.763404078684,407.164684554046,381.048424419049,267.363655484284,217.99204246943,1254.1368370334,887.921779537204,708.518152939788,488.69324167625
 Количество транзакций cash+pos,Кредитные карты,0,14-21,310033.069689492,363028.121612406,363043.148225767,412764.883071217,384862.44328102,405054.537419016,453321.149411415,533542.808955482,572522.997050621,611527.815927568,634974.252443934,619438.097892904,609884.342981286
 Количество транзакций cash+pos,Кредитные карты,0,22-29,12126803.2443283,13314807.9517038,12905364.6070125,13795813.2381417,13329470.4762772,13415468.8404947,14977820.1526772,16869462.1590452,17439379.5451131,17624723.620183,18174966.5027649,17410451.9980971,16944283.9388492
 Количество транзакций cash+pos,Кредитные карты,0,30-39,36881018.7928725,39236596.577785,37727173.4523125,39821552.8627058,38230981.9430233,38398106.6719442,43047655.048547,48075371.862377,49496071.7847415,48825943.5364879,49854502.2409186,48888449.7991186,48633376.9618782
 Количество транзакций cash+pos,Кредитные карты,0,40-54,37026802.0042282,39497048.2271782,38343520.420532,40414733.300581,38462772.7403949,38384284.0771968,43022233.443449,47867021.0370084,49217011.2900191,49278140.88283,50571455.329924,49800043.7471077,49025779.9519651
 Количество транзакций cash+pos,Кредитные карты,0,55-59,8960347.80192315,9603280.01618206,9288563.15335251,9990410.60495408,9211996.71156086,9132658.63402675,10363503.7175374,11515568.1530183,11581030.7154281,11635089.2317306,12117507.4124295,11671976.6862883,11275823.323228
 Количество транзакций cash+pos,Кредитные карты,0,60-69,10405271.4730079,11292359.4245526,10968970.0206656,12015806.7736296,10933131.9890625,10969383.3732487,12615151.2870828,14131382.8613017,14164751.5258135,14273715.360921,15062766.6392874,14617318.8534296,14327965.0018348
 Количество транзакций cash+pos,Кредитные карты,0,От 70,264698.813110506,303893.176388725,318220.427132801,363473.425060729,350998.276378279,365397.989729752,443927.900378821,516308.385684386,539751.52666605,558306.396613358,611154.292442152,621951.727067311,638607.931278231
 Количество транзакций cash+pos,Кредитные карты,1,0-13,194.996446840046,104.376566543726,123.748638370684,127.593472355863,59.6625958478834,30.6989246290749,139.447508510801,97.2231474488304,148.557540053241,1474.50196602118,910.605912591074,769.708357057315,797.341604840198
 Количество транзакций cash+pos,Кредитные карты,1,14-21,156620.823793748,208459.272907799,217579.034508788,250591.96459967,250916.69059734,272199.286021631,315898.872739334,370230.606642519,385148.34063499,418142.832254314,432630.165308194,415940.412488891,387480.691711848
 Количество транзакций cash+pos,Кредитные карты,1,22-29,11206255.6380732,12663231.6147779,12376469.3551169,13105616.5382732,13113948.2175409,13013775.0274562,14760126.3770653,16232008.8704822,16592428.7879315,16879291.5817587,17362668.7619436,16356769.5653415,15735060.7386281
 Количество транзакций cash+pos,Кредитные карты,1,30-39,35942726.509955,39370649.8108871,37839501.8591993,39469687.2134149,39211280.3178714,38197338.9363359,43595297.8441221,47366240.8083574,48251293.6238325,48289445.1859852,49544628.8819267,47388623.147068,46432460.1406371
 Количество транзакций cash+pos,Кредитные карты,1,40-54,32502260.7712175,35285087.6462593,33975574.374713,35179132.205542,35014674.6010297,33744957.5646141,38698639.1198317,41943498.2304645,42776108.5998181,43249673.6217209,44728667.5327439,42934185.6222209,42147375.9566087
 Количество транзакций cash+pos,Кредитные карты,1,55-59,6258543.10768367,6762819.49068105,6459815.52858947,6672280.98226454,6583396.57621813,6349419.80344256,7283781.16983655,7951680.30200178,8049630.67668164,8211237.33468353,8551197.12993699,8148583.54299697,7886896.44655903
 Количество транзакций cash+pos,Кредитные карты,1,60-69,6060291.34826002,6595511.88347811,6326398.42517414,6643309.18850354,6469279.76788962,6276495.31585263,7290153.59667897,8072170.56902091,8157829.0085165,8335349.89192674,8823144.23875809,8418060.37112498,8219963.3963712
 Количество транзакций cash+pos,Кредитные карты,1,От 70,170726.641142433,192955.338292727,196440.517099832,213502.641825239,213143.817415268,215330.336012707,261211.127163244,297713.481346227,310438.43079104,327488.506985135,354188.433207911,357548.855075476,364692.154231576
 Активные клиенты,Текущие счета рубли/валюта,0,0-13,171506.545556562,169933.665404127,171402.135799303,173536.229118564,172834.747457148,172095.446664048,170786.401743134,170026.285161203,169619.806486564,170969.904713812,172130.06054658,171072.358238901,170970.216902961
 Активные клиенты,Текущие счета рубли/валюта,0,14-21,424981.735189303,427342.352143455,434124.027381376,445625.255022303,435496.725863835,441481.897008741,435402.240097089,437083.710872941,425909.781686792,425793.948585174,429705.101127009,421703.210392349,439264.704345206
 Активные клиенты,Текущие счета рубли/валюта,0,22-29,1183209.63306557,1159992.46695915,1157275.25183209,1281643.95881144,1163289.41361855,1167815.51809303,1138087.78151798,1166171.23179028,1110551.54655333,1117168.30645499,1124024.72315949,1098607.14325509,1090096.29489569
 Активные клиенты,Текущие счета рубли/валюта,0,30-39,3095418.13941534,3054483.81096637,3031112.46567704,3320996.78468681,3064804.08937105,3071209.27859195,2996029.14780586,3082534.44269447,2943119.08385409,2968558.47249523,3026033.24058861,2936331.84420709,2889841.73808861
 Активные клиенты,Текущие счета рубли/валюта,0,40-54,3992534.36083652,3932759.846286,3895169.23504349,4127597.04963501,3873606.62922177,3887901.90104859,3831902.0078798,3888393.6954787,3765164.2064661,3722706.01034811,3778545.01838675,3697100.26814431,3640710.12724002
 Активные клиенты,Текущие счета рубли/валюта,0,55-59,1907512.66643142,1863278.49437196,1833012.46783667,1876281.27723991,1785900.21569014,1783553.25775548,1745921.09059798,1735850.76151212,1677275.05133325,1643648.1951882,1638513.61330672,1609919.61395583,1588090.2489661
 Активные клиенты,Текущие счета рубли/валюта,0,60-69,5547193.75202792,5461507.10900725,5414827.30962171,5523576.62606956,5380965.05257066,5390856.89729353,5316455.62424509,5327314.09540456,5167133.07377115,5123002.74289296,5125084.02664427,5083165.52170055,5050503.53711605
 Активные клиенты,Текущие счета рубли/валюта,0,От 70,6655316.29184321,6625155.65500083,6630449.39371145,6732330.08864424,6734668.0720547,6785372.01705753,6761627.94693484,6810654.76981323,6692815.78360676,6387128.03197967,6425032.57745518,6456671.00264377,6454861.5882663
 Активные клиенты,Текущие счета рубли/валюта,1,0-13,180409.355716948,178579.478213896,179976.899573041,181877.173464383,181238.765707094,180488.204526314,179122.406427295,178090.554911718,177521.020140025,178528.826000985,179957.092834516,178925.164425468,179244.678521264
 Активные клиенты,Текущие счета рубли/валюта,1,14-21,400976.290563724,400006.130439841,403756.057954416,413298.412341419,399905.053965104,410703.5725707,399153.715603368,394792.031898642,382734.148655993,378636.023789146,383815.50615483,377208.889174191,389918.181908629
 Активные клиенты,Текущие счета рубли/валюта,1,22-29,1052826.44587705,1022985.71577404,1018718.89650885,1110059.8656036,1000901.95088241,1020987.62967389,984551.363840422,989326.471521332,956984.629730561,945508.442310681,945776.441766847,929603.019872533,923295.688409778
 Активные клиенты,Текущие счета рубли/валюта,1,30-39,2376734.86480563,2326783.46468961,2314274.04145285,2511498.38257889,2295497.3461233,2336639.51371781,2270514.33745706,2304798.49577947,2251193.52416731,2251377.00628643,2274614.63193299,2249812.01970648,2217766.18115631
 Активные клиенты,Текущие счета рубли/валюта,1,40-54,2893289.21593851,2869317.46971473,2819380.85039777,2975907.26240107,2783896.87407409,2794369.75481951,2759906.73041288,2801660.02185383,2740653.76038126,2673588.41710987,2680668.19584602,2679645.17680784,2618668.40914416
 Активные клиенты,Текущие счета рубли/валюта,1,55-59,1238460.87657478,1231029.9345788,1197282.43846677,1234008.02925142,1175744.65999038,1179034.64767347,1169361.33393409,1171958.80457126,1153482.54193323,1119071.89431291,1102928.32188482,1107344.44047074,1077463.83241439
 Активные клиенты,Текущие счета рубли/валюта,1,60-69,2914464.59849295,2882110.78594737,2838298.55337169,2905056.90219121,2819061.94606166,2821503.50878719,2803045.59123409,2799818.91741673,2756405.22151091,2693702.26613125,2671330.70942029,2675062.03912546,2640871.98936005
 Активные клиенты,Текущие счета рубли/валюта,1,От 70,2784710.81232501,2768793.05859509,2762729.75159675,2818263.85426568,2813894.20299986,2827948.10468318,2833760.19090501,2859365.86857596,2825012.97699982,2665292.85837576,2677373.99528481,2698844.52874586,2695244.71002261
 Остатки на конец месяца,Текущие счета рубли/валюта,0,0-13,18414672942.8342,18495609947.9998,18721351991.0316,19047303199.6173,19081315295.1742,18753688450.8201,18596476336.4283,18645494686.8404,18753168286.0591,18865755077.8625,19231647808.0871,19385787914.5523,19475622766.6345
 Остатки на конец месяца,Текущие счета рубли/валюта,0,14-21,27788161931.4786,27802391624.0176,28022720676.8151,28830585978.7752,28429717607.3965,28667592539.7959,28156421081.5851,28379399085.9448,29077781139.9848,29159541712.5248,29637844960.0787,29649355175.2002,29691686526.4479
 Остатки на конец месяца,Текущие счета рубли/валюта,0,22-29,53949575497.2923,53829719372.8486,53819202856.1747,58811538074.4117,52592015990.1199,54067677034.6198,53371780287.1872,53036803526.4946,52963088079.9467,54609781409.0683,56752260346.3276,56420028268.3341,56944119610.2226
 Остатки на конец месяца,Текущие счета рубли/валюта,0,30-39,171777444182.083,173365032682.708,170724536300.832,182712257930.77,169041438823.195,170722219654.764,170041680480.837,175237348923.168,177082033934.837,183927821264.31,189787826905.504,189145884995.81,186805258275.833
 Остатки на конец месяца,Текущие счета рубли/валюта,0,40-54,251572710558.546,247810247254.77,247053726417.27,258583770625.193,241075506214.47,245541894068.262,244216936576.297,252794818362.297,256442371398.369,266336949550.16,273482899189.148,273477357384.27,272836626365.735
 Остатки на конец месяца,Текущие счета рубли/валюта,0,55-59,125229876911.051,124160909064.425,133507426968.183,124113289943.497,116667109898.415,116742875095.258,116675392712.704,119434230483.99,119110391326.088,123104418324.956,125080219432.792,123356162395.47,122802071906.137
 Остатки на конец месяца,Текущие счета рубли/валюта,0,60-69,427195476086.678,420370455688.681,408448266927.869,425970330963.496,403770528994.198,407123695609.197,409313284678.394,418068996812.017,411823043299.948,416081448381.176,421090785842.041,424787402863.062,425954549624.933
 Остатки на конец месяца,Текущие счета рубли/валюта,0,От 70,586066247633.162,577272613187.265,572644081849.596,604335129455.068,578524894557.269,587680514016.137,594209966376.328,614701369420.102,602104679398.403,605698439087.917,619190657396.228,630892910169.141,636043775983.548
 Остатки на конец месяца,Текущие счета рубли/валюта,1,0-13,21074902095.909,21185168571.864,21470542831.5527,21646100429.7075,21676233458.8794,21392597195.5592,21203221142.2277,21098156457.9212,21146603937.5317,21395016296.2743,21612304372.551,21664252452.7132,21898553674.3618
 Остатки на конец месяца,Текущие счета рубли/валюта,1,14-21,30692869861.4512,30629211796.6696,30877447653.0835,31264893529.2551,31273201017.7168,31275563933.011,30664399046.8433,30809997998.2997,31584910114.8733,31621373191.0393,32550213076.1681,32417997402.6602,32489911280.5102
 Остатки на конец месяца,Текущие счета рубли/валюта,1,22-29,54043157782.2297,54099006706.9132,53362411106.5313,58053063847.108,52018759091.7209,52229390883.031,50307860070.97,51660051075.0521,52613676100.1255,53018206099.6035,53682516007.9636,54149651481.0271,55000163925.4997
 Остатки на конец месяца,Текущие счета рубли/валюта,1,30-39,175144178802.254,175482062171.876,173204450349.93,185656412520.176,173029859929.769,173562769905.823,173402500343.863,179310522316.985,180729388106.265,182481900508.807,188152994012.372,190788291756.122,189555359819.303
 Остатки на конец месяца,Текущие счета рубли/валюта,1,40-54,288912004090.463,281975773969.238,283324979822.544,289861188704.754,271595201523.36,283213763179.266,283779441429.924,287111557909.979,291216780958.55,295717061214.823,300535524975.461,302871460307.381,300261622767.607
 Остатки на конец месяца,Текущие счета рубли/валюта,1,55-59,108054397838.253,106050605541.758,104667636083.002,106562720028.967,101185134565.61,102822560625.226,107203537437.881,108957535964.352,111038950148.479,111113004286.352,113353588612.902,117308651771.137,115926018911.135
 Остатки на конец месяца,Текущие счета рубли/валюта,1,60-69,252293640325.652,288925675123.821,257495087687.08,271006327765.258,251540821183.533,252117739706.04,255589789594.707,259697447695.478,259744434471.813,263832146945.717,259835811350.307,262308897290.781,261173047917.71
 Остатки на конец месяца,Текущие счета рубли/валюта,1,От 70,300397710318.834,297098759556.462,292530925132.521,311525596161.611,295368812971.475,298459562951.417,305547988758.187,315384474634.904,313086308271.323,312072408442.478,316696242502.659,325125413736.879,325624407694.28
 Активные клиенты,Накопительные счета рубли/валюта,0,0-13,3.55319213689039,3.5087425368264,5.2686871025498,5.23006553572459,5.27275234811577,5.24970396820764,5.25398298086248,5.21226530525443,5.23727333350728,5.24801001622629,3.52946386039138,3.55443916255293,3.5493050045212
 Активные клиенты,Накопительные счета рубли/валюта,0,14-21,413.946883947731,449.119044713779,449.594632750916,446.298925715165,456.971870170033,426.975922747555,451.842536354173,451.729659788717,460.880053348641,496.811614869423,501.183868175576,538.497533126769,573.212758230173
 Активные клиенты,Накопительные счета рубли/валюта,0,22-29,4509.00082171391,4517.50601616399,4559.17057273976,4677.42194411636,4592.56729520883,4801.72922958726,4781.12451258486,4925.59071346543,4835.74904460505,5032.84160556102,5137.13464879966,5178.81785983962,5142.94295155122
 Активные клиенты,Накопительные счета рубли/валюта,0,30-39,11391.5339908706,11433.2375562488,11629.7486643616,12018.6906010951,11928.7233955539,12410.3001808429,12620.0671200317,13360.7733991355,13489.4703493369,14113.6482703046,14537.8616409521,14939.30780021,15187.4761143462
 Активные клиенты,Накопительные счета рубли/валюта,0,40-54,11816.140451229,11899.9003136467,12086.3682132492,12414.4322266316,12647.5752990137,13036.7648543823,13152.4707287591,13838.5643854505,14142.3837582475,14753.9054922842,15211.9892382869,15755.0515880159,16042.8586204358
 Активные клиенты,Накопительные счета рубли/валюта,0,55-59,2867.42605447055,2887.69510780813,3015.44525169267,3028.20794518454,3056.43877779111,3036.07879494675,3084.08800976627,3151.68308791051,3259.32977121936,3344.73171700823,3462.40404704394,3543.77584506527,3634.48832462971
 Активные клиенты,Накопительные счета рубли/валюта,0,60-69,3467.91552560502,3492.95319541068,3542.31396194765,3622.69206107857,3745.41175127823,3799.0357716596,3863.42881859421,3933.52288369868,4060.63259124598,4189.66132962066,4304.18117774729,4377.29182868394,4390.49029059272
 Активные клиенты,Накопительные счета рубли/валюта,0,От 70,11849.8957765295,11464.8162390803,10741.0967730649,10716.4042826997,11005.9917346336,10613.1515223931,10602.5376553805,10808.5008213293,11293.3070648195,11664.576929399,12233.1217401165,12925.7180146237,13269.0767594025
 Активные клиенты,Накопительные счета рубли/валюта,1,0-13,1.7765960684452,1.7543712684132,,,,,,,,1.74933667207543,1.76473193019569,1.77721958127647,1.7746525022606
 Активные клиенты,Накопительные счета рубли/валюта,1,14-21,349.989425483704,328.067427193268,330.171058426454,331.237483929224,365.577496136026,390.227994970101,359.022170358936,387.445054357246,385.812468901703,395.350087889047,414.712003595987,422.978260343799,431.240558049326
 Активные клиенты,Накопительные счета рубли/валюта,1,22-29,4459.25613179744,4396.45439864348,4457.30928875713,4475.19274340168,4434.38472476536,4659.98722244565,4651.52626572358,4923.85329169702,4874.15571571744,4941.87609861309,5015.36814561615,5219.69391020898,5167.78808658287
 Активные клиенты,Накопительные счета рубли/валюта,1,30-39,13168.1300593158,13164.8019981727,13324.5096823484,13758.5590693128,13626.5496516472,14200.4492340017,14198.0133419507,15037.385405659,15226.4993382835,15702.0459685491,16232.00429394,16721.8590402303,16777.5647563717
 Активные клиенты,Накопительные счета рубли/валюта,1,40-54,14216.3217396985,14210.4072741469,14429.1777448497,14835.9525696721,14971.1015004167,15248.6401263205,15329.3710104964,15992.967378289,16476.4619072139,17061.2805627517,17663.2018893287,18052.9965066063,18380.075965913
 Активные клиенты,Накопительные счета рубли/валюта,1,55-59,2771.48986677451,2782.43283170333,2834.55366117179,2902.68637232715,2975.58990845333,3065.82711743326,3115.61190765145,3294.1516729208,3367.56675344518,3460.1879373652,3566.52323092549,3677.06731366101,3723.22094974274
 Активные клиенты,Накопительные счета рубли/валюта,1,60-69,2661.3409105309,2682.43366940378,2739.7172933259,2771.93473393403,2861.34694091082,2885.58728119147,2949.23577992414,3063.07457772119,3208.70279566213,3287.00360682974,3391.81476983612,3478.01872055804,3556.40361453024
 Активные клиенты,Накопительные счета рубли/валюта,1,От 70,9382.20383745908,9024.4858047175,8735.48321602757,8831.83733466026,9160.52841279312,9032.99062796262,9082.38524625094,9277.83224335288,9566.75262253996,9794.53602695034,10138.3849389742,10588.6742652452,10834.253526301
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,0-13,125174.676804813,123854.945184051,126337.443993004,125944.425673017,127566.950440254,127541.385897451,128127.671762656,127590.663412993,128777.331482609,129518.925459806,129332.031945087,130829.807548137,131107.544686397
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,14-21,54014892.4489539,55048791.69528,46295757.774088,49574305.1551072,48111601.9842375,43606141.1091571,46719845.6185102,45115193.3093648,47939591.5268122,50404381.3677722,54439342.6824257,66736453.2715444,66062689.6311188
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,22-29,902754562.44115,872488686.158591,894886897.115602,913851746.646964,850656215.037847,864235871.242086,875294789.005649,895150562.175015,848344953.4451,822521144.02864,880933571.443094,875433323.723957,855482460.851276
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,30-39,3736130887.44642,3553088331.09091,3482207845.30386,3489237174.40086,3368765056.0149,3394133616.58631,3649086485.83574,3845880298.15485,3819633231.10379,3851225656.85552,3900905749.78517,4060610589.38458,4159232205.98282
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,40-54,4909009568.07377,4844592292.08559,4729252147.57155,4899000482.28899,4817493860.44302,4841032853.9686,4994515375.18242,5416012204.15925,5138561895.74313,5296101176.29514,5288883802.99601,5549256073.3532,5328373063.23078
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,55-59,1268941601.66656,1125647523.80806,1156022377.96878,1127475601.83543,1038424832.03749,1033500304.45744,1037588318.31369,1068290660.4725,1103199022.34047,1134242481.66504,1113054342.12536,1183338634.35618,1215589415.10391
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,60-69,1072974246.22315,1068043353.4173,1051213594.67569,1126302070.06823,1091829334.44127,1088402139.8152,1109853470.09944,1081120976.73901,1084216771.33693,1104379202.76758,1246703828.16534,1237333023.10029,1243252477.02831
 Остатки на конец месяца,Накопительные счета рубли/валюта,0,От 70,6943244610.47294,6641587270.01221,5850978423.85837,6173250148.79242,6680831470.98042,6172231826.7147,6029835640.70451,6402503142.94909,6738269235.08996,6907263444.19472,7369102557.25451,7751851778.44783,7913693696.74128
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,0-13,405859.183237503,401461.779599983,,,,,,,,49048.4847991957,87503.9640013635,1827.22658981219,1831.3618332335
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,14-21,42701093.0208516,40172586.9790484,47018525.6460079,41237017.9923482,42402532.7110882,41028820.6485338,42985863.3437252,38612194.4454688,38361190.3262919,36834297.7050499,37759086.2735099,24847630.368702,26265706.3438159
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,22-29,917905696.404644,918197212.055741,905644116.840051,903513196.369947,885031987.625663,936287030.740025,921622470.272454,969703966.289011,954969241.820887,939531886.864771,908601488.821855,960901632.705718,912767364.242979
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,30-39,5597483469.7443,5269112648.44982,5143676917.79482,5474455754.72461,5052668110.14353,5102854396.06943,5012373352.2137,5309888227.02522,5336871585.48621,5322907104.16006,5346809564.51429,5338582529.00132,5270452738.05996
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,40-54,8575907710.07711,8149845607.68632,8292024035.77646,8792387717.64213,8671682644.07174,8485140849.18821,8073488287.43415,8561884360.70329,8716352773.63779,8395648852.62141,8353148097.76968,9352835798.41205,8509663034.37773
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,55-59,1822933042.51829,1750192162.49068,1811372144.8877,1717515443.63392,1682338473.42067,1593970093.54521,1671717295.89553,1735880500.99945,1688710989.15916,1678313673.44794,1640245273.11264,1722678153.20754,1669243477.45564
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,60-69,1402868990.18319,1341657477.73318,1279105843.89913,1322204458.14246,1270562017.36371,1293525904.52036,1351818960.56307,1445584226.228,1519312378.93216,1575716366.02791,1548249688.13893,1512595320.29354,1558551145.65259
 Остатки на конец месяца,Накопительные счета рубли/валюта,1,От 70,7819385291.9879,7431366441.70236,7947147792.70671,8926965731.67838,8212580658.16738,7571258593.08302,7220185511.73717,7399309648.08124,7848078052.8288,8002088289.86395,7944991369.41363,9089742368.10353,9438280902.03183
 Активные клиенты,Срочные вклады рубли/валюта,0,0-13,149006.580331741,148022.354494521,149795.209497028,149837.797829705,152163.775209949,152850.943634213,153562.755765029,153102.063300921,153740.201825489,154352.530861346,155910.310325721,156731.810353991,156623.107003422
 Активные клиенты,Срочные вклады рубли/валюта,0,14-21,274524.990985929,277324.696216376,283231.839484328,282923.306874825,291651.648921599,295293.638025563,298523.199517036,295505.974005192,293217.154897633,284283.706996747,285922.503304502,289439.370206299,296716.424174907
 Активные клиенты,Срочные вклады рубли/валюта,0,22-29,576650.935990505,576579.945863592,585782.030387872,587368.50883151,603475.589504587,609116.038133168,610819.755553646,603973.729800598,592461.424301657,575589.538091613,570842.934895023,563463.53592735,563400.762024405
 Активные клиенты,Срочные вклады рубли/валюта,0,30-39,1573687.93321011,1575706.41550158,1603761.72312312,1612402.66217631,1656561.00676168,1672838.81801713,1684042.68054207,1676584.04154876,1656943.9151317,1623541.63960688,1625642.42824152,1613392.71539671,1613625.98519476
 Активные клиенты,Срочные вклады рубли/валюта,0,40-54,2928638.82907744,2920308.67079053,2971894.85137409,2967795.11835733,3028340.09420569,3047755.2234847,3070965.39633841,3056870.78265839,3041029.4789207,2982350.3676651,2976076.58622597,2956420.10962935,2946067.45540316
 Активные клиенты,Срочные вклады рубли/валюта,0,55-59,1785133.7858086,1770344.51778211,1790696.00861327,1772699.27381471,1799054.20329578,1800353.41030921,1807250.79049827,1787170.82170873,1774097.68255925,1741620.97563069,1727940.43255594,1712984.93112004,1696517.78141369
 Активные клиенты,Срочные вклады рубли/валюта,0,60-69,4282854.17790885,4273247.37835556,4348431.24812332,4309326.08957048,4387328.53948564,4397363.0875856,4430312.13455397,4400322.36725006,4394299.4357553,4345945.05109638,4337994.89746037,4331905.376326,4313802.69822039
 Активные клиенты,Срочные вклады рубли/валюта,0,От 70,3973474.4235175,3971558.68986923,4022160.00812502,3990186.33487935,4080841.51089474,4102075.30429172,4133853.54844914,4118732.12268112,4134855.38227026,4056424.65413032,4076047.18030984,4098361.41670278,4097995.55518083
 Активные клиенты,Срочные вклады рубли/валюта,1,0-13,148045.286136421,147279.297136106,149155.059029092,149069.263481682,151462.091907792,152111.783759702,152889.67130747,152434.154751184,153204.328875899,153750.092711674,155366.664381186,156541.644782738,156341.993134853
