,,,,,,,,,,,,,,,,
Сумма по полю Значения2,,,ММГГ,,,,,,,,,,,,,
Показатель,Пол,Возраст,9 2018,10 2018,11 2018,12 2018,1 2019,2 2019,3 2019,4 2019,5 2019,6 2019,7 2019,8 2019,9 2019,Total Result
,,14-22,125863315.993817,137312440.382723,148715524.624448,167770655.813571,157765996.778781,173004802.263425,194053496.114962,194046480.728131,192892888.423467,203498588.577642,204898154.428295,205618534.916033,208155582.396575,2313596461.44187
,,22-29,1997467026.89863,2006189688.29809,1935226403.68115,2013114126.05111,1690070811.52263,1793615175.90121,1943306502.8717,2091513245.1535,2124077496.79331,2039782169.0563,2106310868.72104,2022521810.18605,1652706853.39532,25415902178.53
,,22-30,2338947883.54829,2578035795.37314,2749730190.50011,3107341692.72618,2843434879.87449,3060431405.03786,3593937756.20014,3660704900.64475,3800963060.23794,3929885924.60168,4236276281.43046,4462600150.31606,4461014607.71216,44823304528.2033
,,30-39,6069455584.04721,6234295613.12188,5931904870.12239,6399119402.86687,5217429515.27437,5482780773.58598,6046940747.51401,6504085243.20071,6419549675.52819,6235436920.48038,6473968356.62132,6342045406.99141,5289422415.86802,78646434525.2227
,,30-40,3378435474.03043,3705473296.26575,3964961474.64171,4519162021.44473,4013112019.10733,4386777168.34445,5232814406.52463,5383882669.99243,5642918927.01065,5890494167.00822,6311219931.87736,6683071661.52361,6751245555.42089,65863568773.1922
,,40-54,8980031002.05527,8956495361.31107,8471481891.63573,8974727528.33852,7336671039.27654,7683223193.58376,8530451771.37097,9304864395.88872,9174955228.26563,8875041178.60236,9361183185.82493,9671375351.44878,8301740258.44426,113622241386.047
,,40-55,3508015371.02957,3771763543.20215,4083056835.792,4633094851.79837,4043661432.75772,4438165189.10465,5220202912.36011,5385297311.18451,5662691087.53383,5936857139.7732,6455455970.64848,6918265553.05593,6996092805.67074,67052620003.9113
,,55-59,2531515720.63635,2561692473.07575,2389831022.29303,2554283215.90949,2049167416.41314,2129840801.52778,2397403498.1247,2664260950.66892,2633048404.83242,2556810269.57355,2675646673.82013,2744535293.42148,2370228615.25755,32258264355.5543
,,55-60,652728072.036093,693912241.472767,755472148.63967,863923763.336236,739724222.06498,825766740.492879,963009629.675488,1000040809.03479,1046056162.24982,1104760173.88902,1197858885.48937,1281142042.68529,1316291548.73695,12440686439.8033
,,60-69,2456342045.14128,2537717230.32564,2379175936.70123,2570405317.67794,2089391193.0197,2139053818.82333,2452791537.64635,2801379863.6085,2735771431.26513,2665573438.95605,2853051598.66502,2910548091.88129,2632043013.64402,33223244517.3555
,,60-70,560466057.549281,590884052.504032,654440028.355495,740003666.284793,638564481.337302,715271763.173921,839731479.948086,873769404.105307,919729079.412799,967682417.869706,1049155303.73586,1146551559.91106,1146558873.61482,10842808167.8025
,,От 70,183765483.034739,240709802.36701,210683253.836185,256710957.078966,183331043.912132,193122438.242669,224599951.963037,255355635.451347,269838537.485293,267227992.005877,306099560.389979,294825982.882912,301304873.841357,3187575512.4915
,Жен Result,,32865053630.2079,34098891530.1487,33743087719.8088,36875221019.1267,31060474653.7714,33082873119.3865,37750834044.8089,40197053469.1177,40710129042.8122,40766206745.5367,43327635614.593,44772204327.2116,41492210116.0935,490741875032.624
,,,,,,,,,,,,,,,,
,Муж,???,31593626.6585646,30604778.2505781,32599953.8339602,43255745.2548208,24648867.1193924,27876850.0211591,30679767.5710099,23425620.9727186,24516215.9616225,23930341.2645512,23091355.1552936,24282463.2990814,22318400.7358844,362823986.098637
,,0-13,,10048.8965373059,31667.7951262324,136645.941396498,40512.4005323446,13192.8030408398,24734.2751923778,10902.5424227098,43463.6445286523,541159.239014762,19116.0920936111,148446.470525576,68814.5938590038,1088704.69426991
,,14-21,132764329.279775,117289346.842833,114088345.873726,105805933.931584,54223032.8479554,55467566.4403155,141423301.102278,66637833.3865525,67591205.1617596,73967164.9077495,76016184.1142139,64029285.6292457,46841422.4383624,1116144951.95635
,,14-22,90684634.1482067,104993795.939731,111576196.875521,130520100.098582,116037300.229423,131847430.254008,154680517.624895,151136669.604086,145270350.32511,150340113.031001,149277324.491674,141212189.588963,142816784.29318,1720393406.50438
,,22-29,2772110583.46715,2877486916.3153,2718115522.07379,2890198600.37455,2499535934.70109,2591936349.99672,2739325166.89408,2815254585.64804,2815736092.52504,2744694718.87717,2777327830.35786,2599359704.2984,2047012144.69654,34888094150.2257
,,22-30,2406576552.82211,2646989740.50995,2835400470.34638,3183713527.00317,2926501417.89835,3145810339.44297,3732137781.36437,3709304516.02802,3840692756.32155,3978833723.17458,4228076739.92787,4387348894.41006,4429214737.72812,45450601196.9775
,,30-39,9767066411.03337,9917828281.90008,9250895925.71118,10069810158.4838,8074289537.04643,8547342872.89411,9503556399.8388,9763378160.55968,9401314291.0472,9141898798.8718,9382794279.27557,9126081968.77705,7781965748.68993,119728222834.129
,,30-40,3903471552.63317,4317608096.0454,4570382766.25209,5117680305.05246,4616653932.57384,4977290692.33897,5920801621.15634,6057545183.5794,6274501086.91614,6428542088.6608,6890847636.47053,7205979820.06761,7289591567.68589,73570896349.4326
,,40-54,11564549368.8622,11712649285.6067,10967736508.0713,12014116618.3807,9419758306.25758,9946904997.48986,11060660932.371,11546830528.0714,11115055361.5638,11017245982.9227,11437197967.4972,11250288207.0823,10040351196.2932,143093345260.47
,,40-55,3033528122.84138,3339552585.76495,3533339800.67794,4006797905.84698,3548042844.20861,3899972418.77054,4601280320.91695,4761092810.67413,4852222949.72049,4993250141.3992,5373861781.98763,5678152359.15835,5769321562.84749,57390415604.8146
,,55-59,2581752047.62755,2593059788.10286,2424916487.34079,2604259552.76328,2024606810.24524,2141647006.46173,2389719494.9958,2565284127.03223,2451279570.22716,2436423388.42367,2561121652.44299,2513329024.15218,2241855059.66005,31529254009.4755
,,55-60,526504268.080039,566578148.042853,605261913.988647,697072889.342306,614574881.041802,662675384.124111,781606142.527066,828582953.814687,825705235.326391,869363884.397859,937979245.548775,996390481.440503,1005982107.733,9918277535.40804
,,60-69,2111459827.0542,2163336087.07156,2015067351.91013,2190144110.81697,1671538457.33706,1752354865.93436,1974710859.1773,2172583066.63648,2052434525.85406,2057727741.53891,2182802218.49903,2142211316.43325,1934177775.2992,26420548203.5625
,,60-70,332135701.110096,359030137.49936,401586970.075533,458947908.688436,396005413.83368,422501904.598859,508349245.20596,545904091.417249,550284079.880181,581920515.036819,633636122.15885,676760280.443058,694294751.841567,6561357121.78965
,,От 70,181443499.059353,202310001.489095,176769328.239852,205080155.538286,149988586.393809,150179738.932906,168433090.110262,176537635.137746,178977822.28247,184531173.93208,199640428.381327,193260891.238394,190142183.826592,2357294534.56217
,Муж Result,,39435640524.6771,40949327038.2778,39757769209.0659,43717540157.5173,36136445834.1348,38453821610.5037,43707389375.1313,45183508685.1049,44595625006.7575,44683210935.6779,46853689882.4009,46998835332.489,43635954258.3628,554108757850.101
,,,,,,,,,,,,,,,,
2.2.3.1 Кредитные карты. Объем транзакций cash Result,,,144617921919.322,150116812009.587,147020419382.338,161206479641.547,134409910465.452,143086110943.409,162922003001.964,170767345459.056,170620347259.961,170908411655.224,180376052725.218,183550661312.548,170265285236.318,2089867761011.94
,,,,,,,,,,,,,,,,
2.2.3.2 Кредитные карты. Объем транзакций pos,???,14-21,5205.92099676215,29371.9627555908,36619.7746168353,74593.3131415666,74090.9445577191,16902.677246267,13997.3591245449,4063.31941405102,,,,,1190.70978300453,256035.981636342
,,22-29,190194.621459655,394742.045779433,67605.589380572,68878.5774339334,29323.9461901822,33630.2381541491,19159.6642495197,46658.7676765237,12126.7914599393,24878.2249062355,95552.6901743793,10222.5308507783,32576.8577074183,1025550.54542272
,,30-39,138987.903064502,39443.1104209436,103454.944119795,181815.406886204,96454.903742588,181719.481282748,258477.307839262,223130.619166678,219242.227795612,117538.12832279,341471.75442887,413035.895471453,211535.235747451,2526306.9182889
,,40-54,309513.779467263,391549.468282832,231208.860934543,200201.371349143,231087.680936844,224015.60783168,277651.594410293,289660.57871368,130477.773947725,155569.534026398,147305.135842124,358046.90560112,217993.73890857,3164282.03025222
,,55-59,38712.2404395062,55270.3234451311,23840.7540939281,28175.5255226791,198015.209137691,126499.177459507,156269.390167032,222171.311727265,152656.605308147,154841.776680963,116156.152211062,217624.59679979,155527.573835076,1645760.63682778
,,60-69,20886.3743834716,60888.5610101734,114045.777577289,35972.745377195,21125.7700061701,63923.5959892828,77434.7951182268,39343.132637439,43857.0194873997,29025.1485210136,31090.0081436527,154459.769118791,12364.5482754541,704417.245645559
,,От 70,,1227.35786750006,,229.463962330267,,,,555.288290673455,,,678.945838269204,,,2691.05595877298
,??? Result,,703500.839811161,972492.829561604,576775.700722963,589866.403673051,650098.454571195,646690.777963634,802990.110908879,825583.01762631,558360.417998823,481852.8124574,732254.686638357,1153389.69784193,631188.664256975,9325044.41403229
,,,,,,,,,,,,,,,,
,Totals,14-21,10145.8321700609,33896.3635769809,55395.6103471785,96191.5127991451,108361.990195336,57413.3391234438,90154.9781188528,54048.990642503,73114.542826099,124664.468136046,85802.6390362847,49811.394217138,44454.2276329165,883455.888821985
,,22-29,3568986.7091628,4582751.89246896,4615398.33010378,7164006.90005088,5758510.74272563,2662820.86817735,1544440.15207408,1142159.06623702,1004425.99081119,1442186.46251606,3080796.79178342,2042361.29968885,1865520.17766884,40474365.3834689
,,30-39,5227044.12161472,7144660.64238917,7958008.95682973,8517080.79571419,7310436.63237552,4870198.62997197,2647670.30326653,1842013.61576328,3454626.65322348,2586840.08407188,1911596.11016598,2917482.93273122,2416174.55772859,58803834.0358463
,,40-54,6799440.96210254,8679175.95256181,10837885.4428355,10901128.7983653,10340587.6738783,6271970.1970256,5187910.91962838,5213873.43795352,5522173.38920551,10763794.0085425,10379126.8850362,11203313.0608952,6707397.57910098,108807778.307131
,,55-59,1287581.33661048,1327852.57509971,2084318.13684453,2004546.79666749,1388079.27318262,759480.675889631,1184601.55170328,621878.11244672,1172641.88544229,1014350.62328423,1466334.09115838,1770694.1208193,1996325.85513262,18078685.0342813
,,60-69,670734.016744946,1420675.66797145,1325360.56162308,1883637.55135796,1241652.98894425,902657.383088565,703815.255556474,564338.854556627,460448.054983939,887394.956757198,784564.648605512,823683.844811575,633869.333138931,12302833.1181405
,,Totals,244011013733.141,266648263334.531,269719478518.615,298634258111.373,256228507459.989,249396592483.753,293566838665.716,307656955403.238,308583193921.854,309739349000.95,325231463870.787,327069061777.983,318920569535.536,3775405545817.47
,,От 70,4066.67624340877,1876.27253917983,13696.3213920955,117356.450833225,41677.1320476495,5458.34103832549,5409.53148030945,15244.6616515943,21061.033350434,13581.3512243059,13340.8025072362,15282.0210437646,6664.15014213511,274714.745493664
,Totals Result,,244028581732.796,266671454223.898,269746368581.975,298664942060.179,256254696766.422,249412122483.187,293578202668.408,307666408959.977,308594902413.404,309756181812.905,325249185432.755,327087884406.658,318934239941.416,3775645171483.98
,,,,,,,,,,,,,,,,
,Жен,???,14444247.7793862,13204591.8991246,15440159.1991937,15619158.4681941,11650301.4957169,13450893.2233316,15923694.8851362,15526029.0006317,16133462.2929235,16435050.6908737,16339440.623194,19732413.2822462,18450811.6543887,202350254.494341
,,0-13,233758.362063645,366764.62581859,217940.644949197,549455.499338514,335017.296202223,191392.777916764,185808.18191894,265805.437937987,155573.580883399,1530469.60966147,697927.183308907,779213.627016859,636939.188389189,6146066.01540568
,,14-21,184610710.918586,210669623.766349,222799073.152378,269681790.085139,224061987.418918,233320023.99379,257394845.196604,277652841.858716,303351950.253327,329940209.936516,335800550.45026,330198531.673802,337092754.911247,3516574893.61563
,,14-22,127076704.397071,144337333.998222,165547701.049164,183066720.664989,150222143.233938,155212620.2643,179570616.990486,172818138.516173,177158855.473558,182657181.339929,185241949.494931,179452962.865335,181282898.614048,2183645826.90214
,,22-29,9468574034.31248,10483964983.1801,10574018151.6984,11717728035.1225,10187636686.9849,10054884854.3976,11358060928.9166,12138759579.7999,12193158406.8933,12273686495.3714,12822912332.6246,12492675892.878,12346257922.2394,148112318304.419
,,22-30,3108922381.10137,3277831268.80837,3555250557.71597,3999318725.50244,3372932916.07575,3364591409.12108,4024170557.94794,4006432799.51821,4087411001.04943,4185183937.22601,4408672912.48931,4596098143.0863,4637326332.44553,50624142942.0877
,,30-39,33297231441.7501,36339585185.2842,36448840501.1285,40053290417.1828,34487058958.6408,34075276824.2242,39118590747.5603,41842932036.491,42083847852.3098,41638080297.0774,43541495608.2062,44576393741.3434,43240381990.3767,510743005601.575
,,30-40,6336699740.57744,6706395947.16035,7237416742.85741,8104106546.34303,6806041995.70831,6749919087.04557,8225612974.22088,8326366337.25504,8599152154.56704,8714924362.66695,9206686369.852,9895686907.40549,9652200711.28649,104561209876.946
,,40-54,38192478274.7985,41762468263.776,42251360449.7779,46108864889.8454,38695701744.9,38347255206.1032,44414374534.8351,47485564514.3395,48033165684.4224,48177265671.2415,50429853658.44,51708371934.6636,49964329943.3326,585571054770.476
,,40-55,5705703413.98742,5984324568.47292,6449188528.2731,7207865414.22404,5921735021.02161,5964425400.98745,7067563514.1079,7235392713.73393,7493602102.03145,7673117572.18499,8052600479.83623,8713062228.14779,8408095992.25609,91876676949.2649
,,55-59,8529771449.24874,9377233169.44465,9346410278.9549,10422499278.0982,8401750432.66143,8365601823.34302,9743191314.39438,10545884400.8243,10466546529.0303,10442215996.8088,10877227754.635,10964255156.2841,10810032536.6427,128292620120.371
,,55-60,894849002.038262,926747756.664999,995147692.321669,1105317304.29475,892606333.730745,924345822.531758,1092037326.48971,1112905837.17171,1151553693.83357,1154694053.05748,1230399175.53383,1319557412.02383,1301219677.7895,14101381087.4818
,,60-69,7624764719.87328,8464152305.02999,8425879940.08343,9666034174.41185,7759031290.07071,7781465359.49018,9198263038.40283,10080430092.2992,9986779573.3101,10028215882.7461,10581222958.6585,10728356268.12,10633466150.9071,120958061753.403
,,60-70,588854846.375801,626542068.79602,676620201.420485,776445855.381123,614197946.895891,646598241.120525,777686222.905607,791158342.802994,796898351.22533,810681587.774058,867880020.155301,928400182.388766,924465627.564253,9826429494.80615
,,От 70,212679393.343243,243006797.551249,270104786.315772,303141158.00657,254964616.616934,274422372.738029,325891825.571799,377135518.566267,380393814.580087,387836342.390728,423559259.373711,442142243.617359,461181812.264374,4356459940.93612
